2026-03-22 01:24:21 | vibelens.ingest.parsers.codex:215 | INFO | Codex SQLite index: 4 sessions
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01KAaTLUw1JeMGP7yBrV9s3Y: tool_call(s) without matching observation: {'toolu_01EMcNWmE8jvCsuqgEP7k7SJ'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01Fyi2bqLP68Qw86eUuP4yvS: tool_call(s) without matching observation: {'toolu_01UCjoZzfHC66NRGN7iRBS6J'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01MPNNdmQBn9rnqRJTU1PJps: tool_call(s) without matching observation: {'toolu_01MvNw6Jeed7FrAAxZcyasP1'}
2026-03-22 01:24:31 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 9328f2e1-f195-4937-bcaf-6d712905ea14: 67 total tool_calls but 63 observation results
2026-03-22 01:24:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9328f2e1-f195-4937-bcaf-6d712905ea14: sub-trajectories not referenced by parent: {'agent-acompact-2a77f4', 'agent-acompact-4e8903', 'agent-acompact-5227c6', 'agent-acompact-99e922', 'agent-acompact-101528', 'agent-acompact-8f8c2b', 'agent-acompact-58024d'}
2026-03-22 01:24:31 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 648d48aa-3079-49ae-8d72-a797eb0900a9: 70 total tool_calls but 68 observation results
2026-03-22 01:24:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 648d48aa-3079-49ae-8d72-a797eb0900a9: sub-trajectories not referenced by parent: {'agent-acompact-ff4616', 'agent-acompact-3f0c79', 'agent-acompact-f1a60d', 'agent-acompact-cadd68', 'agent-acompact-b85460'}
2026-03-22 01:24:32 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01LSc2yCbYEj9yMTB2aLB7LN: tool_call(s) without matching observation: {'toolu_0161mB9WH5YESRDQRukJDvm3'}
2026-03-22 01:24:32 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01LSc2yCbYEj9yMTB2aLB7LN: tool_call(s) without matching observation: {'toolu_0161mB9WH5YESRDQRukJDvm3'}
2026-03-22 01:24:32 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 4f9601a6-352f-4a6a-af5b-1b5c80121166: 283 total tool_calls but 282 observation results
2026-03-22 01:24:32 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 4f9601a6-352f-4a6a-af5b-1b5c80121166: sub-trajectories not referenced by parent: {'agent-acompact-d14a0d', 'agent-acompact-2bdb78', 'agent-acompact-4241ce', 'agent-acompact-9793ad', 'agent-acompact-8dd968'}
2026-03-22 01:24:32 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 9e14d594-5f63-4b19-ba8b-624bd0c9869b: sub-trajectories not referenced by parent: {'agent-acompact-320250'}
2026-03-22 01:24:32 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1578c4df-eed4-41ee-bbb2-515c08770015: sub-trajectories not referenced by parent: {'agent-acompact-3e409d'}
2026-03-22 01:24:33 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01Qc45T2VLdPcbhx6UWxyHdV: tool_call(s) without matching observation: {'toolu_01H6VCvXd88MC5KH9NJVSbHV'}
2026-03-22 01:24:33 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01N13ahjwTt9uyRJfeSHZytA: tool_call(s) without matching observation: {'toolu_01BeVFXfJM9W87Wgnd7fW3zt'}
2026-03-22 01:24:33 | vibelens.models.trajectories.step:95 | WARNING | Step msg_012TBeCDPSHaZaSmgiCd1pwL: tool_call(s) without matching observation: {'toolu_01KNYqFaKV9vWYQZBwLvXxDA'}
2026-03-22 01:24:33 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01RBXgUPQtQo6MHqZuvZWYWx: tool_call(s) without matching observation: {'toolu_018xYZ3UtN4yr3DW9DWhmocJ'}
2026-03-22 01:24:34 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01Qc45T2VLdPcbhx6UWxyHdV: tool_call(s) without matching observation: {'toolu_01H6VCvXd88MC5KH9NJVSbHV'}
2026-03-22 01:24:34 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01N13ahjwTt9uyRJfeSHZytA: tool_call(s) without matching observation: {'toolu_01BeVFXfJM9W87Wgnd7fW3zt'}
2026-03-22 01:24:34 | vibelens.models.trajectories.step:95 | WARNING | Step msg_012TBeCDPSHaZaSmgiCd1pwL: tool_call(s) without matching observation: {'toolu_01KNYqFaKV9vWYQZBwLvXxDA'}
2026-03-22 01:24:34 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01RBXgUPQtQo6MHqZuvZWYWx: tool_call(s) without matching observation: {'toolu_018xYZ3UtN4yr3DW9DWhmocJ'}
2026-03-22 01:24:34 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory e8c70960-8b83-4c87-b97e-fee0f3d6306a: 582 total tool_calls but 574 observation results
2026-03-22 01:24:34 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e8c70960-8b83-4c87-b97e-fee0f3d6306a: sub-trajectories not referenced by parent: {'agent-acompact-e3bf91', 'agent-acompact-5a74b7', 'agent-acompact-656e3d', 'agent-acompact-30bae0', 'agent-acompact-ee2403', 'agent-acompact-57039b', 'agent-a494ed4', 'agent-acompact-4642e2', 'agent-acompact-671067', 'agent-acompact-6d8a7b', 'agent-acompact-8052c1', 'agent-acompact-e4fe2f', 'agent-acompact-0373e6', 'agent-acompact-7f0b8b', 'agent-acompact-a808b2', 'agent-acompact-147a65', 'agent-acompact-80533f', 'agent-acompact-d91dca', 'agent-acompact-871bfa', 'agent-acompact-2e82a1'}
2026-03-22 01:24:36 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 38c7b3aa-b979-4e02-aa40-98847ab446e5: 249 total tool_calls but 247 observation results
2026-03-22 01:24:36 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c7b3aa-b979-4e02-aa40-98847ab446e5: sub-trajectories not referenced by parent: {'agent-acompact-d90bb5', 'agent-acompact-d4eea4', 'agent-acompact-02bd4a', 'agent-acompact-68bb33', 'agent-acompact-d05b1c', 'agent-acompact-cf8228', 'agent-acompact-08bcdf', 'agent-acompact-f6bf9d', 'agent-acompact-9a85b1', 'agent-acompact-3cbf13', 'agent-acompact-27a0e3', 'agent-acompact-995f96', 'agent-acompact-07900b'}
Sessions: 181
Total nodes: 38771
Total edges: 41574
Edge breakdown:
  sequential          : 28948 (69.6%)
  multi_edit          :  4244 (10.2%)
  read_before_write   :  4004 (9.6%)
  search_then_read    :  3350 (8.1%)
  write_then_test     :  1028 (2.5%)
Semantic edge ratio: 12626/41574 (30.4%)
